4,16082.496070351195
86400,21443.328093801585
111600,32681.789632263055
115200,70403.31238687778
118800,62054.74095830639
122400,60128.14755171278
126000,62054.74095830639
129600,61510.392451339445
133200,63660.23546380083
136800,60128.14755171278
144000,63018.037661603055
147600,62794.788055735
151200,36018.17895388917
154800,33449.38774509805
158400,28088.5557216475
162000,26804.160117252002
165600,21443.328093801585
198000,32681.789632263055
201600,70403.31238687778
205200,62054.74095830639
208800,60128.14755171278
212400,62054.74095830639
216000,61510.392451339445
219600,63660.23546380083
223200,60128.14755171278
230400,63018.037661603055
234000,62794.788055735
237600,36018.17895388917
241200,33449.38774509805
244800,28088.5557216475
248400,26804.160117252002
252000,21443.328093801585
284400,32681.789632263055
288000,70403.31238687778
291600,62054.74095830639
295200,60128.14755171278
298800,62054.74095830639
302400,61510.392451339445
306000,63660.23546380083
309600,60128.14755171278
316800,63018.037661603055
320400,62794.788055735
324000,36018.17895388917
327600,33449.38774509805
331200,28088.5557216475
334800,26804.160117252002
338400,21443.328093801585
370800,32681.789632263055
374400,70403.31238687778
378000,62054.74095830639
381600,60128.14755171278
385200,62054.74095830639
388800,61510.392451339445
392400,63660.23546380083
396000,60128.14755171278
403200,63018.037661603055
406800,62794.788055735
410400,36018.17895388917
414000,33449.38774509805
417600,28088.5557216475
421200,26804.160117252002
424800,21443.328093801585
457200,32681.789632263055
460800,70403.31238687778
464400,62054.74095830639
468000,60128.14755171278
471600,62054.74095830639
475200,61510.392451339445
478800,63660.23546380083
482400,60128.14755171278
489600,63018.037661603055
493200,62794.788055735
496800,36018.17895388917
500400,33449.38774509805
504000,28088.5557216475
507600,26804.160117252002
511200,21443.328093801585
518400,16082.496070351195
540000,21443.328093801585
543600,26580.910511384027
547200,31299.54473263667
550800,33547.23704032889
554400,32583.94033703222
558000,34831.63264472444
561600,33547.23704032889
565200,30978.445831537778
568800,21331.703290867612
572400,20047.307686472002
576000,20368.406587570917
579600,18009.089476944613
583200,16082.496070351195
604800,16082.496070351195
