5,3592.8492712175184
104401,6990.405299817907
111601,16837.92080726528
115201,49808.50769684234
147601,38703.84404133534
151201,27675.63636175808
158401,16837.92080726528
165601,6990.405299817907
169201,3592.8492712175184
190801,6990.405299817907
198001,16837.92080726528
201601,49808.50769684234
234001,38703.84404133534
237601,27675.63636175808
244801,16837.92080726528
252001,6990.405299817907
255601,3592.8492712175184
277201,6990.405299817907
284401,16837.92080726528
288001,49808.50769684234
320401,38703.84404133534
324001,27675.63636175808
331201,16837.92080726528
338401,6990.405299817907
342001,3592.8492712175184
363601,6990.405299817907
370801,16837.92080726528
374401,49808.50769684234
406801,38703.84404133534
410401,27675.63636175808
417601,16837.92080726528
424801,6990.405299817907
428401,3592.8492712175184
450001,6990.405299817907
457201,16837.92080726528
460801,49808.50769684234
493201,38703.84404133534
496801,27675.63636175808
504001,16837.92080726528
511201,6990.405299817907
514801,3592.8492712175184
540001,6990.405299817907
547201,27675.63636175808
568801,9230.83646608114
579601,2680.4160117252
579601,3592.8492712175184
604800,3592.8492712175184
