PVWatts: Hourly PV Performance Data,,,,,,,,,,
Requested Location:,LA,,,,,,,,,
Location:,"LOS ANGELES, CA",,,,,,,,,
Lat (deg N):,33.93,,,,,,,,,
Long (deg W):,118.4,,,,,,,,,
Elev (m):,32,,,,,,,,,
DC System Size (kW):,1,,,,,,,,,
Module Type:,Standard,,,,,,,,,
Array Type:,Fixed (open rack),,,,,,,,,
Array Tilt (deg):,20,,,,,,,,,
Array Azimuth (deg):,180,,,,,,,,,
System Losses:,14,,,,,,,,,
Invert Efficiency:,96,,,,,,,,,
DC to AC Size Ratio:,1.1,,,,,,,,,
Average Cost of Electricity Purchased from Utility ($/kWh):,0.13,,,,,,,,,
Capacity Factor (%),"18.1	",,,,,,,,,
,,,,,,,,,,
Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
6,20,4,0,3,15,1,2.91,12.617,2.65,0
6,20,5,1,35,15.6,2.1,33.052,14.567,29.82,23.701
6,20,6,8,102,16.1,2.6,97.659,16.904,86.75,79.493
6,20,7,6,213,16.7,1.5,203.805,21.05,178.36,169.039
6,20,8,5,347,18.3,2.6,333.987,25.562,286.42,274.303
6,20,9,7,316,19.4,1.5,308.579,27.728,261.96,250.509
6,20,10,705,216,21.1,4.1,883.82,39.152,709.16,682.27
6,20,11,865,158,21.1,6.2,1013.247,38.558,815.80,784.225
6,20,12,823,146,21.1,5.2,956.304,39.607,765.88,736.543
6,20,13,608,264,20.6,5.2,831.333,36.671,675.29,649.808
6,20,14,417,276,20,4.1,611.505,33.4,503.66,484.708
6,20,15,804,109,19.4,4.1,616.651,32.484,501.95,483.063
6,20,16,719,88,18.9,4.1,391.851,27.224,310.66,297.859
6,20,17,559,61,18.3,3.1,165.061,21.636,113.30,105.481
6,20,18,224,31,16.7,3.6,23.784,16.051,21.32,15.358
6,20,19,0,0,16.1,3.1,0,16.1,0.00,0
6,20,20,0,0,16.1,4.1,0,16.1,0.00,0
6,20,21,0,0,16.1,3.1,0,16.1,0.00,0
6,20,22,0,0,16.1,3.1,0,16.1,0.00,0
6,20,23,0,0,16.1,2.6,0,16.1,0.00,0
6,21,0,0,0,16.1,2.6,0,16.1,0.00,0
6,21,1,0,0,15,2.1,0,15,0.00,0
6,21,2,0,0,15,2.1,0,15,0.00,0
6,21,3,0,0,15,1.5,0,15,0.00,0
6,21,4,0,1,15,2.1,0.97,13.062,0.88,0
6,21,5,0,24,15.6,1.5,22.744,14.112,20.56,14.618
6,21,6,6,95,16.7,2.6,90.808,17.31,80.59,73.465
6,21,7,9,202,17.8,4.6,194.901,20.597,170.83,161.69
6,21,8,8,282,17.8,3.1,273.919,23.217,237.46,226.662
6,21,9,7,374,19.4,2.6,364.663,27.615,309.74,296.965
6,21,10,557,288,22.2,2.1,816.484,42.643,643.66,619.458
6,21,11,823,158,21.1,5.2,978.886,39.733,783.49,753.371
6,21,12,867,156,21.1,5.2,1009.198,40.546,804.41,773.351
6,21,13,834,144,21.1,4.1,911.819,41.058,724.40,696.861
6,21,14,830,134,20.6,5.2,801.028,36.033,650.27,625.805
6,21,15,789,117,20,5.2,615.74,31.76,503.18,484.251
6,21,16,357,161,18.9,5.2,306.372,24.477,252.69,241.487
6,21,17,218,113,17.8,4.6,145.774,19.981,116.19,108.302
6,21,18,31,34,16.7,4.1,30.911,16.185,27.69,21.608
6,21,19,0,2,16.7,2.6,1.94,15.059,1.75,0
6,21,20,0,0,16.7,2.6,0,16.7,0.00,0
6,21,21,0,0,16.7,1.5,0,16.7,0.00,0
6,21,22,0,0,16.7,2.1,0,16.7,0.00,0
6,21,23,0,0,16.7,2.1,0,16.7,0.00,0
6,22,0,0,0,17.2,0,0,17.2,0.00,0
6,22,1,0,0,17.2,2.1,0,17.2,0.00,0
6,22,2,0,0,17.8,3.6,0,17.8,0.00,0
6,22,3,0,0,17.8,3.1,0,17.8,0.00,0
6,22,4,0,1,17.8,2.1,0.97,15.945,0.87,0
6,22,5,1,48,17.8,1.5,43.586,17.004,38.89,32.602
6,22,6,0,109,18.3,0,102.103,20.108,89.83,82.509
6,22,7,219,249,19.4,2.1,335.992,26.889,280.27,268.32
6,22,8,4,165,19.4,3.1,159.738,22.48,138.96,130.565
6,22,9,226,418,21.1,3.6,595.751,33.34,491.62,473.094
6,22,10,719,251,21.1,3.6,931.076,41.515,738.19,710.065
6,22,11,739,259,21.7,4.1,1001.059,43.322,786.72,756.46
6,22,12,725,259,21.7,3.6,983.754,44.043,770.24,740.711
6,22,13,718,249,21.7,4.1,918.024,41.721,726.96,699.311
6,22,14,685,229,21.1,5.2,781.057,36.169,634.08,610.254
6,22,15,614,198,20,5.2,585.171,31.15,481.29,463.121
6,22,16,503,154,20,4.6,361.991,27.139,292.31,280.029
6,22,17,314,100,18.9,4.1,152.777,21.546,116.18,108.29
6,22,18,30,32,17.8,4.1,29.365,17.285,26.17,20.122
6,22,19,0,0,17.2,3.6,0,17.2,0.00,0
6,22,20,0,0,17.2,3.1,0,17.2,0.00,0
6,22,21,0,0,17.2,3.1,0,17.2,0.00,0
6,22,22,0,0,17.2,2.6,0,17.2,0.00,0
6,22,23,0,0,17.2,2.6,0,17.2,0.00,0
6,23,0,0,0,16.7,2.6,0,16.7,0.00,0
6,23,1,0,0,16.7,2.1,0,16.7,0.00,0
6,23,2,0,0,16.7,2.1,0,16.7,0.00,0
6,23,3,0,0,16.7,2.6,0,16.7,0.00,0
6,23,4,0,1,16.7,2.6,0.97,14.942,0.87,0
6,23,5,2,38,17.2,2.1,35.524,16.268,31.80,25.649
6,23,6,0,77,17.8,4.6,72.886,17.986,64.75,57.947
6,23,7,7,166,17.8,4.1,160.296,19.988,140.90,132.461
6,23,8,1,277,18.3,4.1,264.54,22.948,229.69,219.092
6,23,9,746,196,22.2,1.5,813.599,44.04,635.06,611.201
6,23,10,779,210,23.9,5.2,942.184,41.853,745.69,717.234
6,23,11,793,217,21.1,5.7,1007.296,39.435,807.44,776.245
6,23,12,787,225,22.2,6.2,1010.95,39.779,808.95,777.686
6,23,13,690,238,22.2,5.7,881.799,38.392,710.13,683.2
6,23,14,599,281,22.2,6.2,762.211,35.371,621.48,598.156
6,23,15,606,191,22.2,5.2,573.87,33.129,467.46,449.76
6,23,16,514,144,21.1,6.2,357.646,26.915,288.61,276.436
6,23,17,325,102,19.4,5.2,157.047,21.724,119.21,111.257
6,23,18,65,31,18.3,4.1,27.353,17.759,24.32,18.311
6,23,19,0,0,17.8,4.1,0,17.8,0.00,0
6,23,20,0,0,17.2,3.1,0,17.2,0.00,0
6,23,21,0,0,16.7,2.6,0,16.7,0.00,0
6,23,22,0,0,16.7,2.6,0,16.7,0.00,0
6,23,23,0,0,16.7,3.1,0,16.7,0.00,0
6,24,0,0,0,16.7,2.1,0,16.7,0.00,0
6,24,1,0,0,16.1,0,0,16.1,0.00,0
6,24,2,0,0,16.1,2.6,0,16.1,0.00,0
6,24,3,0,0,16.1,1.5,0,16.1,0.00,0
6,24,4,0,2,16.1,0,1.94,12.288,1.77,0
6,24,5,1,40,16.7,0,37.15,14.466,33.53,27.343
6,24,6,7,111,17.2,1.5,105.493,18.397,93.16,85.77
6,24,7,2,197,17.8,2.1,187.004,21.336,163.54,154.572
6,24,8,297,311,20,3.6,498.79,30.167,415.47,399.486
6,24,9,194,382,20,4.6,534.236,30.482,447.04,430.029
6,24,10,716,231,20.6,5.2,908.163,37.475,734.84,706.853
6,24,11,858,164,21.1,4.1,1019.305,43.07,802.09,771.135
6,24,12,841,164,21.1,5.7,999.034,39.392,800.97,770.068
6,24,13,847,158,21.1,5.7,943.696,38.376,759.97,730.893
6,24,14,808,152,21.1,6.2,802.787,35.031,655.06,630.404
6,24,15,465,209,21.1,6.2,501.154,29.675,415.91,399.92
6,24,16,322,114,20.6,6.2,247.881,24.421,203.52,193.588
6,24,17,323,106,19.4,4.6,160.542,21.803,122.34,114.314
6,24,18,28,38,18.3,4.6,34.008,17.922,30.22,24.095
6,24,19,0,0,17.8,3.6,0,17.8,0.00,0
6,24,20,0,0,17.2,3.6,0,17.2,0.00,0
6,24,21,0,0,17.2,4.6,0,17.2,0.00,0
6,24,22,0,0,16.7,2.1,0,16.7,0.00,0
6,24,23,0,0,16.7,3.1,0,16.7,0.00,0
6,25,0,0,0,16.1,3.6,0,16.1,0.00,0
6,25,1,0,0,16.1,3.1,0,16.1,0.00,0
6,25,2,0,0,16.1,3.1,0,16.1,0.00,0
6,25,3,0,0,16.1,3.1,0,16.1,0.00,0
6,25,4,0,0,16.7,1,0,16.7,0.00,0
6,25,5,2,29,16.7,0,27.503,14.059,24.87,18.846
6,25,6,1,100,17.2,1.5,94.149,18.017,83.57,76.383
6,25,7,4,191,17.8,2.1,182.301,21.173,159.48,150.616
6,25,8,520,258,18.9,3.6,596.571,31.223,492.66,474.1
6,25,9,797,133,20,4.1,790.442,36.686,640.18,616.12
6,25,10,809,145,20.6,3.1,900.336,41.764,712.85,685.802
6,25,11,875,151,21.1,5.2,1016.208,40.559,809.97,778.654
6,25,12,871,151,21.1,5.7,1008.95,39.565,808.22,776.983
6,25,13,853,145,21.7,5.2,931.502,39.738,745.02,716.595
6,25,14,830,134,21.1,4.6,802.908,37.763,646.28,621.97
6,25,15,595,146,20.6,7.2,524.041,28.722,435.61,418.977
6,25,16,397,167,18.9,6.2,330.284,24.151,272.57,260.84
6,25,17,38,135,17.8,5.7,130.825,19.44,113.33,105.51
6,25,18,3,15,17.2,4.6,14.203,16.34,12.71,6.915
6,25,19,0,0,16.7,4.6,0,16.7,0.00,0
6,25,20,0,0,16.1,3.1,0,16.1,0.00,0
6,25,21,0,0,16.1,4.1,0,16.1,0.00,0
6,25,22,0,0,15.6,2.6,0,15.6,0.00,0
6,25,23,0,0,16.1,2.6,0,16.1,0.00,0
6,26,0,0,0,16.1,3.1,0,16.1,0.00,0
6,26,1,0,0,15.6,2.1,0,15.6,0.00,0
6,26,2,0,0,15.6,0,0,15.6,0.00,0
6,26,3,0,0,16.1,1.5,0,16.1,0.00,0
6,26,4,0,2,16.1,1.5,1.94,13.996,1.75,0
6,26,5,1,35,16.1,0,32.95,13.671,29.85,23.728
6,26,6,3,113,16.7,2.1,106.336,17.798,94.38,86.966
6,26,7,0,218,17.8,1.5,205.657,22.252,179.15,169.814
6,26,8,499,250,18.9,3.6,574.868,30.795,475.73,457.747
6,26,9,685,222,20,4.1,788.396,36.602,639.10,615.077
6,26,10,779,212,20.6,5.7,947.499,37.654,765.96,736.62
6,26,11,788,218,21.7,6.2,1003.35,39.071,805.76,774.634
6,26,12,788,219,21.1,5.7,1001.366,39.412,802.77,771.782
6,26,13,770,210,20.6,5.2,928.408,38.564,747.00,718.494
6,26,14,293,335,20,6.2,567.291,29.857,475.71,457.732
6,26,15,594,184,20,6.2,560.898,29.297,465.51,447.878
6,26,16,365,178,19.4,6.2,325.979,24.629,269.30,257.654
6,26,17,3,40,17.2,6.2,38.535,17.126,34.20,27.997
6,26,18,0,31,16.7,4.1,29.063,15.917,26.06,20.015
6,26,19,0,1,16.7,5.7,0.97,15.533,0.87,0
6,26,20,0,0,16.1,3.6,0,16.1,0.00,0
6,26,21,0,0,16.1,3.1,0,16.1,0.00,0
6,26,22,0,0,15.6,2.6,0,15.6,0.00,0
6,26,23,0,0,15.6,2.6,0,15.6,0.00,0
6,27,0,0,0,15.6,1.5,0,15.6,0.00,0
6,27,1,0,0,15.6,1,0,15.6,0.00,0
6,27,2,0,0,16.1,1.5,0,16.1,0.00,0
6,27,3,0,0,16.1,0,0,16.1,0.00,0
6,27,4,0,1,16.1,0,0.97,12.23,0.88,0
6,27,5,1,31,16.7,2.6,29.408,15.674,26.40,20.347
6,27,6,4,108,17.2,0,102.044,18.754,90.12,82.792
6,27,7,591,147,19.4,2.6,412.137,28.308,332.26,318.837
6,27,8,751,111,20.6,2.1,605.444,35.965,486.20,467.857
6,27,9,850,136,20,4.1,836.018,37.651,673.81,648.385
6,27,10,871,141,20.6,4.1,953.784,41.108,757.68,728.708
6,27,11,881,145,20.6,5.2,1016.423,40.142,811.85,780.45
6,27,12,876,145,21.1,5.2,1008.518,40.59,803.70,772.667
6,27,13,772,205,20.6,6.2,922.083,36.649,749.05,720.448
6,27,14,701,168,20,7.2,735.779,31.577,610.79,587.886
6,27,15,457,226,19.4,5.2,513.543,29.115,427.64,411.268
6,27,16,403,147,18.3,4.1,314.67,24.758,258.23,246.885
6,27,17,301,101,17.2,3.1,152.424,20.026,117.44,109.528
6,27,18,180,32,17.2,2.6,24.489,16.508,21.90,15.933
6,27,19,1,0,16.7,2.1,0,16.7,0.00,0
6,27,20,0,0,16.7,2.6,0,16.7,0.00,0
6,27,21,0,0,16.7,2.1,0,16.7,0.00,0
6,27,22,0,0,16.7,1.5,0,16.7,0.00,0
6,27,23,0,0,16.1,1.5,0,16.1,0.00,0
6,28,0,0,0,16.1,1.5,0,16.1,0.00,0
6,28,1,0,0,16.1,0,0,16.1,0.00,0
6,28,2,0,0,16.1,0,0,16.1,0.00,0
6,28,3,0,0,16.1,1,0,16.1,0.00,0
6,28,4,0,1,15.6,1.5,0.97,13.451,0.88,0
6,28,5,112,47,16.7,1.5,38.127,15.707,34.22,28.02
6,28,6,404,98,18.9,1.5,181.782,22.391,136.59,128.251
6,28,7,569,143,21.7,2.1,397.911,31.056,316.58,303.611
6,28,8,674,179,24.4,1.5,621.671,41.532,486.39,468.046
6,28,9,731,204,23.9,5.2,807.694,39.041,646.70,622.378
6,28,10,768,220,23.9,4.6,945.03,43.187,742.84,714.512
6,28,11,785,227,24.4,5.2,1014.708,43.907,795.05,764.409
6,28,12,780,227,25,5.7,1007.104,43.453,790.92,760.474
6,28,13,765,219,23.9,4.6,933.548,43.302,733.29,705.371
6,28,14,730,202,22.8,6.2,793.201,36.572,642.61,618.449
6,28,15,666,175,22.2,6.2,598.593,32.453,488.95,470.518
6,28,16,560,139,22.2,4.6,376.23,29.68,299.25,286.781
6,28,17,378,92,21.7,4.1,160.073,24.567,117.41,109.494
6,28,18,80,39,21.1,2.6,33.513,20.75,29.40,23.288
6,28,19,0,1,20,3.1,0.97,18.518,0.86,0
6,28,20,0,0,19.4,4.1,0,19.4,0.00,0
6,28,21,0,0,18.9,2.1,0,18.9,0.00,0
6,28,22,0,0,18.3,2.6,0,18.3,0.00,0
6,28,23,0,0,18.3,2.6,0,18.3,0.00,0
6,29,0,0,0,17.8,2.1,0,17.8,0.00,0
6,29,1,0,0,17.2,1.5,0,17.2,0.00,0
6,29,2,0,0,17.2,2.1,0,17.2,0.00,0
6,29,3,0,0,16.7,0,0,16.7,0.00,0
6,29,4,0,2,16.7,0,1.94,12.936,1.76,0
6,29,5,99,47,17.8,0,38.11,15.669,34.21,28.011
6,29,6,379,102,19.4,1.5,179.384,22.829,135.55,127.229
6,29,7,553,150,22.8,2.1,395.294,32.083,313.23,300.358
6,29,8,657,188,23.3,4.1,618.927,35.974,498.08,479.328
6,29,9,719,215,23.3,5.2,808.479,38.447,649.29,624.867
6,29,10,752,232,22.8,6.2,942.015,38.962,756.55,727.628
6,29,11,772,239,23.3,4.6,1013.991,44.187,793.34,762.781
6,29,12,768,239,23.3,4.6,1007.571,44.183,788.32,757.987
6,29,13,750,231,23.9,9.3,932.067,36.432,758.00,729.013
6,29,14,716,213,23.9,6.2,793.274,37.683,639.18,615.155
6,29,15,651,185,23.9,8.2,599.266,32.477,489.66,471.198
6,29,16,541,145,22.8,6.7,372.606,28.624,298.34,285.888
6,29,17,356,96,22.8,5.7,159.512,25.099,117.83,109.91
6,29,18,68,40,20,3.6,34.247,19.645,30.19,24.069
6,29,19,0,1,20,6.7,0.97,18.997,0.86,0
6,29,20,0,0,19.4,5.7,0,19.4,0.00,0
6,29,21,0,0,18.9,5.2,0,18.9,0.00,0
6,29,22,0,0,18.3,1.5,0,18.3,0.00,0
6,29,23,0,0,17.8,2.1,0,17.8,0.00,0
6,30,0,0,0,17.8,1.5,0,17.8,0.00,0
6,30,1,0,0,17.2,0,0,17.2,0.00,0
6,30,2,0,0,17.2,0,0,17.2,0.00,0
6,30,3,0,0,16.1,0,0,16.1,0.00,0
6,30,4,0,3,15.6,0,2.91,11.834,2.66,0
6,30,5,136,45,16.7,1.5,36.625,15.67,32.88,26.704
6,30,6,436,92,20,0,182.744,25.357,133.79,125.516
6,30,7,608,134,23.3,0,405.955,38.381,310.69,297.895
6,30,8,705,167,23.9,3.1,629.391,38.039,500.92,482.065
6,30,9,762,190,24.4,4.1,818.584,41.651,646.74,622.411
6,30,10,794,204,25,3.6,949.385,46.146,734.90,706.915
6,30,11,807,211,24.4,6.2,1015.658,42.006,803.59,772.571
6,30,12,803,211,24.4,6.2,1009.378,41.98,798.72,767.917
6,30,13,788,203,23.9,6.7,936.03,39.453,749.79,721.156
6,30,14,756,188,24.4,5.2,801.134,39.897,638.28,614.288
6,30,15,693,164,23.9,5.2,605.954,35.513,487.43,469.048
6,30,16,589,130,22.8,4.6,380.9,30.396,301.34,288.804
6,30,17,409,87,21.7,4.6,162.379,24.421,117.81,109.887
6,30,18,99,38,19.7,3.8,31.172,19.277,27.53,21.455
6,30,19,0,1,18.6,2.5,0.97,16.962,0.87,0
6,30,20,0,0,18.4,1.6,0,18.4,0.00,0
6,30,21,0,0,18.3,2,0,18.3,0.00,0
6,30,22,0,0,18.1,1.9,0,18.1,0.00,0
6,30,23,0,0,18,2.2,0,18,0.00,0
7,1,0,0,0,17.6,2.4,0,17.6,0.00,0
7,1,1,0,0,17.5,2.1,0,17.5,0.00,0
7,1,2,0,0,17.1,2.6,0,17.1,0.00,0
7,1,3,0,0,16.8,2.8,0,16.8,0.00,0
7,1,4,0,0,16.6,2.2,0,16.6,0.00,0
7,1,5,1,47,16.9,2.1,42.422,16.146,38.00,31.727
7,1,6,37,109,16.7,2.1,109.772,17.923,95.51,88.073
7,1,7,240,262,16.7,4.1,355.659,23.211,301.41,288.878
7,1,8,477,300,17.8,3.1,606.508,31.374,500.92,482.068
7,1,9,177,410,19.4,4.6,547.353,30.334,458.39,440.999
7,1,10,452,404,19.4,5.2,831.289,34.841,681.59,655.846
7,1,11,395,453,19.4,6.7,849.155,33.282,701.82,675.237
7,1,12,775,231,19.4,7.2,1007.156,35.166,824.70,792.713
7,1,13,757,223,19.4,7.7,931.545,33.514,768.56,739.11
7,1,14,473,296,19.4,7.7,679.137,29.621,569.76,548.419
7,1,15,495,237,19.4,7.7,549.778,27.421,461.56,444.06
7,1,16,282,212,18.3,6.2,323.567,23.459,271.44,259.736
7,1,17,58,96,17.2,5.2,101.327,18.369,86.62,79.367
7,1,18,3,30,16.1,6.2,28.241,15.549,25.37,19.333
7,1,19,0,0,16.1,4.6,0,16.1,0.00,0
7,1,20,0,0,15.6,5.2,0,15.6,0.00,0
7,1,21,0,0,15.6,5.2,0,15.6,0.00,0
7,1,22,0,0,15.6,4.6,0,15.6,0.00,0
7,1,23,0,0,15.6,4.1,0,15.6,0.00,0
7,2,0,0,0,15,4.1,0,15,0.00,0
7,2,1,0,0,15,2.1,0,15,0.00,0
7,2,2,0,0,15,2.6,0,15,0.00,0
7,2,3,0,0,15,1.5,0,15,0.00,0
7,2,4,0,0,15,1.5,0,15,0.00,0
7,2,5,0,29,15,2.6,27.506,13.884,24.89,18.867
7,2,6,5,111,15.6,1.5,104.867,16.703,93.43,86.032
7,2,7,29,249,16.7,3.1,247.439,21.253,215.69,205.449
7,2,8,70,305,17.8,4.1,338.592,24.227,291.48,279.222
7,2,9,533,331,18.9,3.1,768.064,36.104,624.50,601.059
7,2,10,645,289,19.4,5.2,898.274,36.439,730.62,702.815
7,2,11,550,387,19.4,5.2,941.848,37.457,762.53,733.339
7,2,12,684,299,19.4,6.7,984.918,35.632,804.64,773.573
7,2,13,669,288,19.4,6.7,914.544,34.527,750.85,722.171
7,2,14,629,264,20,6.7,774.422,32.755,639.63,615.591
7,2,15,556,227,20,6.7,579.294,29.389,481.41,463.233
7,2,16,440,175,19.4,7.2,358.662,24.662,295.25,282.886
7,2,17,254,111,19.4,6.2,153.47,21.391,120.24,112.267
7,2,18,28,41,18.3,5.7,36.27,17.976,32.22,26.059
7,2,19,0,1,17.8,5.2,0.97,16.595,0.87,0
7,2,20,0,0,17.8,4.1,0,17.8,0.00,0
7,2,21,0,0,17.8,2.6,0,17.8,0.00,0
7,2,22,0,0,17.2,2.1,0,17.2,0.00,0
7,2,23,0,0,16.7,3.1,0,16.7,0.00,0
7,3,0,0,0,16.7,3.1,0,16.7,0.00,0
7,3,1,0,0,16.1,2.6,0,16.1,0.00,0
7,3,2,0,0,16.1,2.1,0,16.1,0.00,0
7,3,3,0,0,15.6,2.6,0,15.6,0.00,0
7,3,4,1,1,15.6,2.1,0.97,13.681,0.88,0
7,3,5,159,37,15.6,3.1,28.161,14.587,25.40,19.37
7,3,6,426,83,16.7,2.6,170.911,19.363,127.58,119.445
7,3,7,561,129,18.3,1.5,378.588,27.989,304.86,292.226
7,3,8,691,155,20.6,2.6,607.282,34.976,490.54,472.048
7,3,9,739,168,22.2,3.6,775.688,39.282,620.17,596.9
7,3,10,646,237,21.7,5.7,848.425,36.97,688.23,662.216
7,3,11,714,186,21.7,5.7,899.915,37.992,726.62,698.989
7,3,12,821,188,21.7,4.6,1005.661,42.352,794.27,763.668
7,3,13,809,181,21.7,7.2,935.325,36.523,760.29,731.202
7,3,14,776,168,21.7,6.7,797.498,34.876,651.47,626.954
7,3,15,723,147,21.1,7.2,609.974,30.579,502.43,483.531
7,3,16,629,117,20.6,6.2,387.012,26.96,310.44,297.649
7,3,17,457,80,19.4,5.7,167.454,21.809,121.07,113.078
7,3,18,132,37,18.3,4.1,30.426,17.849,27.05,20.982
7,3,19,0,1,17.8,5.2,0.97,16.585,0.87,0
7,3,20,0,0,17.8,3.1,0,17.8,0.00,0
7,3,21,0,0,17.8,2.1,0,17.8,0.00,0
7,3,22,0,0,17.8,2.1,0,17.8,0.00,0
7,3,23,0,0,15.6,3.1,0,15.6,0.00,0
7,4,0,0,0,15.6,2.6,0,15.6,0.00,0
7,4,1,0,0,15.6,2.6,0,15.6,0.00,0
7,4,2,0,0,15.6,2.1,0,15.6,0.00,0
7,4,3,0,0,15.6,2.6,0,15.6,0.00,0
7,4,4,1,0,15.6,3.1,0,15.6,0.00,0
7,4,5,46,44,16.1,2.6,37.546,15.266,33.77,27.575
7,4,6,129,124,16.1,4.1,142.777,17.803,119.83,111.864
7,4,7,594,146,16.7,3.1,409.24,25.176,334.27,320.79
7,4,8,530,219,18.3,5.2,562.936,28.438,470.55,452.75
7,4,9,92,372,18.3,5.7,436.634,25.824,373.77,359.097
7,4,10,317,425,18.3,6.2,722.672,30.199,606.13,583.399
7,4,11,352,419,18.9,6.2,773.18,32.028,642.95,618.771
7,4,12,760,228,18.9,5.2,990.401,37.677,800.93,770.03
7,4,13,850,152,19.4,5.7,939.311,36.576,763.31,734.09
7,4,14,740,168,19.4,6.2,769.067,32.731,634.93,611.072
7,4,15,464,233,19.4,5.2,527.352,29.429,438.69,421.951
7,4,16,634,118,19.4,5.7,390.527,26.053,314.67,301.756
7,4,17,33,131,18.3,5.2,126.907,20.081,109.84,102.09
7,4,18,2,27,17.8,4.6,25.612,17.179,22.84,16.851
7,4,19,0,0,17.2,4.1,0,17.2,0.00,0
7,4,20,0,0,17.2,4.1,0,17.2,0.00,0
7,4,21,0,0,16.7,2.6,0,16.7,0.00,0
7,4,22,0,0,16.7,2.6,0,16.7,0.00,0
7,4,23,0,0,16.1,2.6,0,16.1,0.00,0
7,5,0,0,0,16.7,2.1,0,16.7,0.00,0
7,5,1,0,0,16.1,2.1,0,16.1,0.00,0
7,5,2,0,0,16.7,4.1,0,16.7,0.00,0
7,5,3,0,0,17.2,2.6,0,17.2,0.00,0
7,5,4,0,0,17.2,2.1,0,17.2,0.00,0
7,5,5,1,34,17.2,2.6,31.85,16.246,28.52,22.426
7,5,6,1,101,17.2,2.1,94.92,17.994,84.26,77.062
7,5,7,40,216,17.8,2.1,222.185,22.242,192.37,182.71
7,5,8,478,257,18.3,4.1,565.534,29.538,470.81,453
7,5,9,529,290,18.9,5.2,724.81,32.354,600.20,577.701
7,5,10,673,257,19.4,5.2,893.309,36.28,727.14,699.481
7,5,11,695,264,20,4.6,963.936,39.813,771.22,741.651
7,5,12,703,254,20,5.2,960.554,38.509,773.57,743.895
7,5,13,726,240,20,6.2,921.597,35.977,751.22,722.529
7,5,14,582,259,20,6.7,733.208,32.086,607.64,584.858
7,5,15,547,201,19.4,5.2,549.65,29.797,455.71,438.411
7,5,16,415,168,18.9,5.2,342.185,25.058,281.38,269.407
7,5,17,160,115,17.8,4.6,138.729,19.902,113.31,105.483
7,5,18,0,13,17.2,4.6,12.304,16.316,11.01,5.248
7,5,19,0,0,17.2,4.1,0,17.2,0.00,0
7,5,20,0,0,17.2,2.1,0,17.2,0.00,0
7,5,21,0,0,16.7,2.6,0,16.7,0.00,0
7,5,22,0,0,17.2,2.1,0,17.2,0.00,0
7,5,23,0,0,16.7,4.1,0,16.7,0.00,0
7,6,0,0,0,16.7,2.1,0,16.7,0.00,0
7,6,1,0,0,16.7,3.6,0,16.7,0.00,0
7,6,2,0,0,16.7,3.6,0,16.7,0.00,0
7,6,3,0,0,16.7,3.1,0,16.7,0.00,0
7,6,4,0,0,17.2,3.6,0,17.2,0.00,0
7,6,5,0,25,17.2,3.1,23.701,16.111,21.24,15.279
7,6,6,1,86,17.2,2.1,81.275,17.595,72.27,65.32
7,6,7,6,225,17.2,2.6,214.847,21.133,187.95,178.399
7,6,8,5,244,17.2,2.6,235.723,22.04,205.49,195.505
7,6,9,2,321,17.8,2.6,309.444,24.541,266.69,255.115
7,6,10,2,381,18.9,3.6,369.168,26.452,315.32,302.386
7,6,11,0,429,18.9,2.6,415.246,28.619,351.04,337.059
7,6,12,1,445,20,5.2,431.933,27.674,366.79,352.339
7,6,13,1,431,20,4.1,417.075,28.49,352.80,338.768
7,6,14,1,376,20,4.1,361.813,27.278,307.82,295.107
7,6,15,111,322,19.4,4.6,380.1,26.499,323.28,310.122
7,6,16,253,203,19.4,5.2,303.713,24.566,253.91,242.677
7,6,17,205,126,18.9,4.6,157.228,21.329,126.27,118.165
7,6,18,3,43,18.3,4.6,38.566,18.01,34.26,28.055
7,6,19,0,0,17.8,4.6,0,17.8,0.00,0
7,6,20,0,0,17.8,3.1,0,17.8,0.00,0
7,6,21,0,0,17.8,3.6,0,17.8,0.00,0
7,6,22,0,0,17.8,5.2,0,17.8,0.00,0
7,6,23,0,0,17.8,5.2,0,17.8,0.00,0
7,7,0,0,0,17.8,5.2,0,17.8,0.00,0
7,7,1,0,0,17.2,3.1,0,17.2,0.00,0
7,7,2,0,0,17.2,2.1,0,17.2,0.00,0
7,7,3,0,0,17.2,3.1,0,17.2,0.00,0
7,7,4,0,0,17.8,2.1,0,17.8,0.00,0
7,7,5,1,29,17.8,1.5,27.511,16.518,24.60,18.584
7,7,6,0,107,17.8,2.1,100.082,18.732,88.61,81.314
7,7,7,7,162,18.3,2.6,156.453,20.83,136.98,128.627
7,7,8,1,260,20,3.1,248.421,24.737,213.90,203.704
7,7,9,5,345,20,3.6,335.139,26.658,285.96,273.855
7,7,10,6,421,20,4.1,412.038,28.188,349.04,335.12
7,7,11,35,462,21.1,4.1,490.823,31.118,409.97,394.165
7,7,12,371,428,22.8,4.1,800.89,39.451,641.96,617.823
7,7,13,472,362,22.8,5.2,807.2,38.195,650.85,626.359
7,7,14,400,327,22.2,6.2,652.631,33.399,537.81,517.647
7,7,15,291,266,21.7,6.2,446.698,29.158,373.30,358.642
