5,0.0
302,0.0
3302,0.0
3602,0.0
6602,0.0
6902,0.0
9902,0.0
10202,0.0
13202,0.0
13502,0.0
16502,0.0
16802,0.0
19802,0.0
20102,0.0
23102,0.0
23402,0.0
25203,0.0
26402,0.0
26702,0.0
28803,0.0
29702,0.0
30002,0.0
32403,0.0
33002,0.0
33302,0.0
36003,0.0
36302,0.0
36602,0.0
39603,0.0
39902,0.0
42902,0.0
43203,0.0
46202,0.0
46502,0.0
46803,0.0
49502,0.0
49802,0.0
50403,0.0
52802,0.0
53102,0.0
54003,0.0
56102,0.0
56402,0.0
57603,0.0
59402,0.0
59702,0.0
61203,0.0
62702,0.0
63002,0.0
66002,0.0
66302,0.0
69302,0.0
69602,0.0
72602,0.0
72902,0.0
75902,0.0
76202,0.0
79202,0.0
79502,0.0
82502,0.0
82802,0.0
85802,0.0
86102,0.0
86102,0.0
86400,0.0
