25202,28.37
28800,189.35
32400,301.96
36000,440.75
39600,513.73
43200,562.41
46800,486.5
50400,340.01
54000,170.27
57600,31.21
61200,0
111600,60.31
115200,249.48
118800,330.37
122400,518.04
126000,405.42
129600,177.38
133200,181.96
136800,230.53
140400,118.89
144000,17.24
147600,0
198000,27.88
201600,62.86
205200,131.38
208800,224.85
212400,160.99
216000,177.79
219600,165.96
223200,117.16
226800,70.44
230400,27.67
234000,0
284400,24.8
288000,101.33
291600,358.12
295200,419.48
298800,356.65
302400,278.41
306000,270.69
309600,251.52
313200,92.68
316800,16.46
320400,0
370800,28.09
374400,45.21
378000,85.77
381600,110.56
385200,132.85
388800,126.56
392400,116.4
396000,92.95
399600,128.18
403200,43.32
406800,0
457200,37.17
460800,202.09
464400,387.75
468000,525.72
471600,559.03
475200,607.71
478800,557.9
482400,399.58
486000,223.4
489600,51.47
493200,0
518400,0
